obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
34b5a0d2ae9d02d8,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Median Sales Price,New Single-Family Houses Sold,USD per house,national,US,United States,United States,,,55700,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
863b2aa5ec073cae,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Average Sales Price,New Single-Family Houses Sold,USD per house,national,US,United States,United States,,,62500,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
c0e4b221b92bd011,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Median Sales Price,New Single-Family Houses Sold,USD per house,census_region,R1,Northeast,Northeast,,,58100,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
79477dbd6e49eb02,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Average Sales Price,New Single-Family Houses Sold,USD per house,census_region,R1,Northeast,Northeast,,,63000,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
9764006bba4cc379,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Median Sales Price,New Single-Family Houses Sold,USD per house,census_region,R2,Midwest,Midwest,,,59200,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
4ab81e03491f3856,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Average Sales Price,New Single-Family Houses Sold,USD per house,census_region,R2,Midwest,Midwest,,,64200,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
6b54e622b4b3e37c,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Median Sales Price,New Single-Family Houses Sold,USD per house,census_region,R3,South,South,,,50300,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
3b17d65365c0ce8c,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Average Sales Price,New Single-Family Houses Sold,USD per house,census_region,R3,South,South,,,55600,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
0111c7e270fa39b4,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Median Sales Price,New Single-Family Houses Sold,USD per house,census_region,R4,West,West,,,61300,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
bf1e3fd7df91647b,US,house_price,Median and Average Sales Prices of New Single-Family Houses Sold,Average Sales Price,New Single-Family Houses Sold,USD per house,census_region,R4,West,West,,,70100,USD,price_per_house,public_domain,,,1978,,census-chars-soldprice,"sheet SoldMedAvgPrice, row 9",https://www.census.gov/construction/chars/xls/soldprice_cust.xls,US-PD-17USC105,,[Medians and averages computed from unrounded figures]
