obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
a6644aec5be9c7c1,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,persons (employment),national,US,United States,U.S.,99,,329190,,count,public_domain,2.9,"EMP_PRSE (percent relative standard error, 原本の列 EMP_PRSE)",2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
9237879b42f6feb7,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,56.23,USD,wage_hourly_mean,public_domain,0.5,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
813ceffdc33f482c,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,116960,USD,wage_annual_mean,public_domain,0.5,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
08bd946ee71675c5,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,31,USD,wage_hourly_p10,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
13dd1eb0c07dbf79,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,39.25,USD,wage_hourly_p25,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
d8f54e23151c43e8,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,50.43,USD,wage_hourly_median,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
f94d914db8abc0f3,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,65.17,USD,wage_hourly_p75,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
c96515996117a60c,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,82.71,USD,wage_hourly_p90,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
3ee6ffdcb748c844,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,64480,USD,wage_annual_p10,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
1f3cbcbdcb128b4e,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,81640,USD,wage_annual_p25,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
e3b9ab98e3809935,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,104900,USD,wage_annual_median,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
039deaa12e3235c0,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,135550,USD,wage_annual_p75,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
fd44f298c13375fb,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,172040,USD,wage_annual_p90,public_domain,,,2023-05,,bls-oews-m2023-national,national_M2023_dl row 44,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
d9167ac5a88c26b7,US,wage,Business and Financial Operations Occupations,Cost Estimators,SOC 13-1051; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,persons (employment),national,US,United States,U.S.,99,,220970,,count,public_domain,0.8,"EMP_PRSE (percent relative standard error, 原本の列 EMP_PRSE)",2023-05,,bls-oews-m2023-national,national_M2023_dl row 88,https://www.bls.gov/oes/special-requests/oesm23nat.zip,US-PD-17USC105,,
