obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
d5067bdcac033310,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,persons (employment),national,US,United States,U.S.,99,,348330,,count,public_domain,1,"EMP_PRSE (percent relative standard error, 原本の列 EMP_PRSE)",2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
fdfb97dd011f9a81,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,57.53,USD,wage_hourly_mean,public_domain,0.4,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
2815093b942842b9,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,119660,USD,wage_annual_mean,public_domain,0.4,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
7da7b0b8e8c3a5b5,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,31.33,USD,wage_hourly_p10,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
75c27246cb885061,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,40.14,USD,wage_hourly_p25,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
66aca146e8a21f40,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,51.43,USD,wage_hourly_median,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
97f743c89bc0aff5,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,66.99,USD,wage_hourly_p75,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
8a849e60e6414efb,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,85.09,USD,wage_hourly_p90,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
8e20c59bd28c4b46,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,65160,USD,wage_annual_p10,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
85420c82763a0fee,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,83480,USD,wage_annual_p25,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
a2eff36c90359ddd,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,106980,USD,wage_annual_median,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
0b669ff66ad84ced,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,139330,USD,wage_annual_p75,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
986311fa27a21775,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,176990,USD,wage_annual_p90,public_domain,,,2024-05,,bls-oews-m2024-national,national_M2024_dl row 44,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
e5957d0dc5e61cf1,US,wage,Business and Financial Operations Occupations,Cost Estimators,SOC 13-1051; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,persons (employment),national,US,United States,U.S.,99,,219530,,count,public_domain,1.1,"EMP_PRSE (percent relative standard error, 原本の列 EMP_PRSE)",2024-05,,bls-oews-m2024-national,national_M2024_dl row 88,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
c391dd7465c02ccc,US,wage,Business and Financial Operations Occupations,Cost Estimators,SOC 13-1051; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,39.98,USD,wage_hourly_mean,public_domain,0.6,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2024-05,,bls-oews-m2024-national,national_M2024_dl row 88,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
a973fc7bbe1cc8f3,US,wage,Business and Financial Operations Occupations,Cost Estimators,SOC 13-1051; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,83160,USD,wage_annual_mean,public_domain,0.6,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2024-05,,bls-oews-m2024-national,national_M2024_dl row 88,https://www.bls.gov/oes/special-requests/oesm24nat.zip,US-PD-17USC105,,
