obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
97ff23a4a13443ad,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),TRAINING PROGRAM,103000000,HOUR,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity) / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
38a87d9c9f4de97a,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),ESCROW OF BID DOCUMENTS,103500005,LS,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity)。LS は一式あたりの平均で単価として比べない / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
6a00e8a758f43267,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),MISCELLANEOUS WORK,104030010,UNIT,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity) / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
c0f76c4d06ae44fb,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),MISCELLANEOUS ITEMS-LS,104030011,LS,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity)。LS は一式あたりの平均で単価として比べない / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
85bcb370330a9361,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),MISCELLANEOUS ITEMS-HOUR,104030013,HOUR,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity) / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
c496394e223a725b,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),MISCELLANEOUS ITEMS-INSTALL,104030025,EACH,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity) / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
4ee5137efa49cd13,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),MISCELLANEOUS ITEMS-INSTALL,104030030,LNFT,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity) / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
f41842f63232e37e,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),MISCELLANEOUS ITEMS-REPAIR,104030035,LS,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity)。LS は一式あたりの平均で単価として比べない / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
8b2dd23e7c5a9f1b,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),MISCELLANEOUS ITEMS-SQYD,104030037,SQYD,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity) / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
5ab612e1b41bc08d,US,bid_item,Weighted Average Prices Catalog (AASHTOPRECON002),MISCELLANEOUS ITEMS-SQFT,104030040,SQFT,state,30,Montana,,,,,USD,bid_weighted_avg,published_restricted_not_copied,,,2025,,mtdot-wavg-2025,1,https://mdt.mt.gov/other/webdata/external/contractplans/contract/Archives/Average_prices/2025.pdf,restricted,,Spec Book 20。Average Unit Price*(脚注: total bid amount divided by the total quantity) / 値は写していない: Montana DOT の条件は『for personal or informational use』かつ『if the documents are not modified in any respect』で、観測層への並べ替えと再配布の許可ではない(2026-09-26 番人の判断)
