obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
0a3c14bd90379155,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,persons (employment),national,US,United States,U.S.,99,,380360,,count,public_domain,1.1,"EMP_PRSE (percent relative standard error, 原本の列 EMP_PRSE)",2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
c80c29f896af1552,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,59.79,USD,wage_hourly_mean,public_domain,0.5,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
9165e670d2529b0d,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,124360,USD,wage_annual_mean,public_domain,0.5,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
78cf3fead0ae667c,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,33.5,USD,wage_hourly_p10,public_domain,,,2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
bbbab660ba9adf41,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,42.57,USD,wage_hourly_p25,public_domain,,,2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
cc9a0a71df760e6b,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,55.28,USD,wage_hourly_median,public_domain,,,2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
6fb4199371cac5e7,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,72.91,USD,wage_hourly_p75,public_domain,,,2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
ff648e9a2b2cae36,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,91.08,USD,wage_hourly_p90,public_domain,,,2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
1207b53a29fa72bc,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,69690,USD,wage_annual_p10,public_domain,,,2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
ce7ffe11bb758097,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,88550,USD,wage_annual_p25,public_domain,,,2025-05,,bls-oews-m2025-national,national_M2025_dl row 42,https://www.bls.gov/oes/special-requests/oesm25nat.zip,US-PD-17USC105,,
