obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
16ef4b43111935d3,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-1-1 Slip form cement concrete pavement, airports, 4500 psi, slip form, unreinforced, 12' pass, 8"" thick, includes joints, finishing, and curing","左の欄(見出し Standard); Quantity 1; UoM SY; 見出し SLIP FORM CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINTS, FINISHING & CURING",USD/SY,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!E9,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
d3b2636538742df9,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-1-1 Slip form cement concrete pavement, airports, 4500 psi, slip form, unreinforced, 12' pass, 8"" thick, includes joints, finishing, and curing","右の欄; Quantity 1; UoM M2; 見出し SLIP FORM CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINTS, FINISHING & CURING",USD/M2,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!I9,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
1e28c523e052e819,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-1-2 Slip form cement concrete pavement, airports, 4500 psi, slip form, unreinforced, 12' pass, 10"" thick, includes joints, finishing, and curing","左の欄(見出し Standard); Quantity 1; UoM SY; 見出し SLIP FORM CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINTS, FINISHING & CURING",USD/SY,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!E10,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
e61d8ba9f68b5124,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-1-2 Slip form cement concrete pavement, airports, 4500 psi, slip form, unreinforced, 12' pass, 10"" thick, includes joints, finishing, and curing","右の欄; Quantity 1; UoM M2; 見出し SLIP FORM CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINTS, FINISHING & CURING",USD/M2,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!I10,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
7f38a51645062fb7,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-1-3 Slip form cement concrete pavement, airports, 4500 psi, slip form, unreinforced, 12' pass, 12"" thick, includes joints, finishing, and curing","左の欄(見出し Standard); Quantity 1; UoM SY; 見出し SLIP FORM CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINTS, FINISHING & CURING",USD/SY,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!E11,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
cc042d103299b53f,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-1-3 Slip form cement concrete pavement, airports, 4500 psi, slip form, unreinforced, 12' pass, 12"" thick, includes joints, finishing, and curing","右の欄; Quantity 1; UoM M2; 見出し SLIP FORM CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINTS, FINISHING & CURING",USD/M2,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!I11,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
1e4873541ad370a8,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-1-4 Slip form cement concrete pavement, airports, 4500 psi, slip form, unreinforced, 12' pass, 16"" thick, includes joints, finishing, and curing","左の欄(見出し Standard); Quantity 1; UoM SY; 見出し SLIP FORM CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINTS, FINISHING & CURING",USD/SY,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!E12,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
a0e5b72a31fce312,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-1-4 Slip form cement concrete pavement, airports, 4500 psi, slip form, unreinforced, 12' pass, 16"" thick, includes joints, finishing, and curing","右の欄; Quantity 1; UoM M2; 見出し SLIP FORM CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINTS, FINISHING & CURING",USD/M2,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!I12,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
87fbccbcc77427a1,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-2-1 Plain cement concrete pavement, airports, 4500 psi, fixed form, unreinforced, 12' pass, 12"" thick, includes joints, finishing, and curing","左の欄(見出し Standard); Quantity 1; UoM SY; 見出し FIXED FORM PLAIN CEMENT CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINT, FINISHING, & CURING",USD/SY,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!E14,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
587c420d3e4f0884,US,work,Table 6: Supporting Facilities Unit Cost / CAT CODE: 11110 - AIRFIELD PAVEMENTS,"11110-2-1 Plain cement concrete pavement, airports, 4500 psi, fixed form, unreinforced, 12' pass, 12"" thick, includes joints, finishing, and curing","右の欄; Quantity 1; UoM M2; 見出し FIXED FORM PLAIN CEMENT CONCRETE PAVEMENT, AIRPORTS, UNREINFORCED, 4500 PSI, 12' PASS - INCL JOINT, FINISHING, & CURING",USD/M2,national,US,United States,,,,,USD,supporting_facility_unit_cost,publication_based_not_public,,,2025-10,,dod-ufc-370101-2026,Table 6!I14,https://nibs-s3-wbdg3-production.s3.us-east-1.amazonaws.com/media/2026-08/ufs_3_701_01_July_2026_Data_Tables_v2_1785874580922_xtunm5w6d8s.xlsx,US-PD-17USC105,,Oct 2025 UNIT COST。値は原本にあるが入れない: UFS 3-701-01 6-3.1 によりこの表の単価は '2025 Costbook database'(TRACES/MII の Cost Book。USACE と Gordian の契約で RSMeans data を組み込む)の cost item から組んだもの。市販の物価資料の値に由来するため(AGENT_RULES 3)。原本で見る。contractor mark-ups 込み、location adjustment・escalation・design build・contingency・SIOH を含まない
