obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
dfe03b05da9b5279,US,cost_sqft,Addition and Remodel,Addition and Remodel | (all permit_class),work_class=Addition and Remodel; permit_class=(all); permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年,USD per square foot,city,48,Austin,,,,103.33,USD,permit_valuation_per_sqft_median_usd,published_open_terms,162,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。162 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 116 件、100 ドル未満(0 を含む) 1058 件、10 億ドル以上 0 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
3404927dc3578ee9,US,cost_sqft,Addition and Remodel,"Addition and Remodel | C- 437 Addn, Alter, Convn-NonRes","work_class=Addition and Remodel; permit_class=C- 437 Addn, Alter, Convn-NonRes; permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年",USD per square foot,city,48,Austin,,,,241.78,USD,permit_valuation_per_sqft_median_usd,published_open_terms,27,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。27 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 6 件、10 億ドル以上 0 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
fcbf04621435b7cc,US,cost_sqft,Addition and Remodel,Addition and Remodel | R- 434 Addition & Alterations,work_class=Addition and Remodel; permit_class=R- 434 Addition & Alterations; permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年,USD per square foot,city,48,Austin,,,,94.21,USD,permit_valuation_per_sqft_median_usd,published_open_terms,135,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。135 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 1052 件、10 億ドル以上 0 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
20d396e4c434ff4b,US,cost_sqft,Interior Demo Non-Structural,Interior Demo Non-Structural | (all permit_class),work_class=Interior Demo Non-Structural; permit_class=(all); permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年,USD per square foot,city,48,Austin,,,,8.26,USD,permit_valuation_per_sqft_median_usd,published_open_terms,19,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。19 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 111 件、10 億ドル以上 0 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
d627736671e99f62,US,cost_sqft,Interior Demo Non-Structural,Interior Demo Non-Structural | C-1000 Commercial Remodel,work_class=Interior Demo Non-Structural; permit_class=C-1000 Commercial Remodel; permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年,USD per square foot,city,48,Austin,,,,8.26,USD,permit_valuation_per_sqft_median_usd,published_open_terms,19,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。19 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 111 件、10 億ドル以上 0 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
27a69667653960ec,US,cost_sqft,New,New | (all permit_class),work_class=New; permit_class=(all); permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年,USD per square foot,city,48,Austin,,,,118.69,USD,permit_valuation_per_sqft_median_usd,published_open_terms,1499,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。1499 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 2 件、100 ドル未満(0 を含む) 2173 件、10 億ドル以上 5 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
b55311c7abe0a2bb,US,cost_sqft,New,New | C- 101 Single Family Houses,work_class=New; permit_class=C- 101 Single Family Houses; permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年,USD per square foot,city,48,Austin,,,,2225.1,USD,permit_valuation_per_sqft_median_usd,published_open_terms,14,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。14 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
863e3755690099d7,US,cost_sqft,New,New | C- 104 Three & Four Family Bldgs,work_class=New; permit_class=C- 104 Three & Four Family Bldgs; permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年,USD per square foot,city,48,Austin,,,,5097.36,USD,permit_valuation_per_sqft_median_usd,published_open_terms,13,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。13 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
0d63a2d556e344f7,US,cost_sqft,New,New | C- 105 Five or More Family Bldgs,work_class=New; permit_class=C- 105 Five or More Family Bldgs; permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年,USD per square foot,city,48,Austin,,,,120,USD,permit_valuation_per_sqft_median_usd,published_open_terms,203,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。203 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 13 件、10 億ドル以上 0 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
79c8adb1cbbde478,US,cost_sqft,New,New | C- 321 Pkg Garage Bldg & Open Deck,work_class=New; permit_class=C- 321 Pkg Garage Bldg & Open Deck; permittype = 'BP'(Building Permit)、jurisdiction = 'AUSTIN FULL PURPOSE'、issue_date の年,USD per square foot,city,48,Austin,,,,390.05,USD,permit_valuation_per_sqft_median_usd,published_open_terms,34,計算に使った件数,2023,,city-austin-permits-3syk-w9eu,raw/city-austin-permits-3syk-w9eu.hist.2023.json(SoQL の group 集計の応答),https://data.austintexas.gov/d/3syk-w9eu,OPEN-TERMS,,"原本に無い値。34 件の(申告工事額 / 面積)の中央値。面積は total_new_add_sqft + remodel_repair_sqft。有効な申告額(100 ドル以上 10 億ドル未満)で面積 100 sqft 以上の許可だけ。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 4 件、10 億ドル以上 0 件。Census place GEOID 4805000。Austin は Building Permit(permittype BP)のうち jurisdiction が AUSTIN FULL PURPOSE のものだけ(ETJ や周辺の市を除く)。Total Job Valuation は許可ごとの工事全体(建築・電気・機械・配管を含む)の申告額。C-1000 Commercial Remodel などは Total Job Valuation が空の許可が多い。New / R- 101 Single Family Houses は Total Job Valuation が 0 か 1 の許可が大半(2023: 1,311 件中 784 件、2024: 1,285 件中 1,118 件、2025: 1,319 件中 1,305 件)で、有効な件数が少ない年の中央値は代表性が低い。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない"
