obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
04bfcbbaa4f5048e,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,persons (employment),national,US,United States,U.S.,99,,284750,,count,public_domain,1.5,"EMP_PRSE (percent relative standard error, 原本の列 EMP_PRSE)",2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
d03cda6983b5aee5,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,52.02,USD,wage_hourly_mean,public_domain,0.8,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
54a2aced3b343b8b,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,108210,USD,wage_annual_mean,public_domain,0.8,"MEAN_PRSE (percent relative standard error, 原本の列 MEAN_PRSE)",2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
fe4ff4497489935a,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,28.87,USD,wage_hourly_p10,public_domain,,,2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
b6459bb57e8f7f89,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,37,USD,wage_hourly_p25,public_domain,,,2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
dce2b8c6f08e7d72,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,47.55,USD,wage_hourly_median,public_domain,,,2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
ea0a93062b8d29b2,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,61.11,USD,wage_hourly_p75,public_domain,,,2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
7ebe6adc90a913e2,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/hour,national,US,United States,U.S.,99,,78.75,USD,wage_hourly_p90,public_domain,,,2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
0595d4188cc0092f,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,60050,USD,wage_annual_p10,public_domain,,,2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
45a3afcf7cd959fc,US,wage,Management Occupations,Construction Managers,SOC 11-9021; O_GROUP detailed; cross-industry (NAICS 000000); ownership 1235,USD/year,national,US,United States,U.S.,99,,76960,USD,wage_annual_p25,public_domain,,,2021-05,,bls-oews-m2021-national,national_M2021_dl row 44,https://www.bls.gov/oes/special-requests/oesm21nat.zip,US-PD-17USC105,,
