obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
59f551674d100822,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | (all building_type),job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=(all); job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,permits,city,36,New York City,,,,335,,count,published_open_terms,333,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。DOB NOW: Build - Job Application Filings の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
b30fb4c6a08efb24,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | (all building_type),job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=(all); job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD,city,36,New York City,,,,516828933.06,USD,permit_valuation_total_usd,published_open_terms,333,合計に入れた件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。333 件の申告工事額(initial_cost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 50660720 ドル(1 件、合計の 9.8%)。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
3259bcf799121350,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | (all building_type),job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=(all); job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,905114,USD,permit_valuation_median_usd,published_open_terms,333,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。333 件の申告工事額(initial_cost)の中央値(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
1b457c3e017a0b70,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | (all building_type),job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=(all); job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,452900,USD,permit_valuation_p25_usd,published_open_terms,333,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。333 件の申告工事額(initial_cost)の25 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
e03c7a11a65147d2,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | (all building_type),job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=(all); job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,1362000,USD,permit_valuation_p75_usd,published_open_terms,333,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。333 件の申告工事額(initial_cost)の75 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
8068b26406875b5f,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 1 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=1 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,permits,city,36,New York City,,,,124,,count,published_open_terms,124,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。DOB NOW: Build - Job Application Filings の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
2244a407ce41447e,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 1 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=1 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD,city,36,New York City,,,,132056441.05,USD,permit_valuation_total_usd,published_open_terms,124,合計に入れた件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。124 件の申告工事額(initial_cost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 31839028 ドル(1 件、合計の 24.11%)。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
7cc06a23c349931d,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 1 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=1 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,797227.5,USD,permit_valuation_median_usd,published_open_terms,124,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。124 件の申告工事額(initial_cost)の中央値(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
78277ca694f28cb5,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 1 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=1 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,408125,USD,permit_valuation_p25_usd,published_open_terms,124,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。124 件の申告工事額(initial_cost)の25 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
fad85b88693f3515,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 1 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=1 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD per permit,city,36,New York City,,,,1215687.5,USD,permit_valuation_p75_usd,published_open_terms,124,計算に使った件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。124 件の申告工事額(initial_cost)の75 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
9ca2c1c5e2b41b13,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 2 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=2 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,permits,city,36,New York City,,,,76,,count,published_open_terms,74,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。DOB NOW: Build - Job Application Filings の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
6d8957bb6a8ab31c,US,spending,ALT-CO - New Building with Existing Elements to Remain,ALT-CO - New Building with Existing Elements to Remain | 2 Family,job_type=ALT-CO - New Building with Existing Elements to Remain; building_type=2 Family; job_filing_number like '%-I1'(初回の申請)、first_permit_date の年,USD,city,36,New York City,,,,50193430,USD,permit_valuation_total_usd,published_open_terms,74,合計に入れた件数,2023,,city-nyc-permits-w9ak-ipjd,raw/city-nyc-permits-w9ak-ipjd.hist.2023.json(SoQL の group 集計の応答),https://data.cityofnewyork.us/d/w9ak-ipjd,OPEN-TERMS,,原本に無い値。74 件の申告工事額(initial_cost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 2 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 2074900 ドル(1 件、合計の 4.13%)。Census place GEOID 3651000。NYC は DOB NOW の初回申請(job_filing_number が -I1)で、最初の許可が出た年(first_permit_date)で数えた。Initial Cost は申請時の申告工事費。New Building は Initial Cost が 0 の申請が多い(除いた件数を参照)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
