obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
c702a128b68c3d12,US,spending,1 / new construction,1 / new construction | (all proposed_use),permit_type=1; permit_type_definition=new construction; proposed_use=(all); primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,permits,city,06,San Francisco,,,,19,,count,published_open_terms,19,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。Building Permits (Department of Building Inspection) の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
54647463836e0b50,US,spending,1 / new construction,1 / new construction | (all proposed_use),permit_type=1; permit_type_definition=new construction; proposed_use=(all); primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,USD,city,06,San Francisco,,,,502172228,USD,permit_valuation_total_usd,published_open_terms,19,合計に入れた件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値。19 件の申告工事額(estimated_cost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 86686000 ドル(1 件、合計の 17.26%)。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
40083bd7c62af275,US,spending,1 / new construction,1 / new construction | (all proposed_use),permit_type=1; permit_type_definition=new construction; proposed_use=(all); primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,USD per permit,city,06,San Francisco,,,,23500000,USD,permit_valuation_median_usd,published_open_terms,19,計算に使った件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値。19 件の申告工事額(estimated_cost)の中央値(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
9715960276f96730,US,spending,1 / new construction,1 / new construction | (all proposed_use),permit_type=1; permit_type_definition=new construction; proposed_use=(all); primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,USD per permit,city,06,San Francisco,,,,1375000,USD,permit_valuation_p25_usd,published_open_terms,19,計算に使った件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値。19 件の申告工事額(estimated_cost)の25 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
ac1d7eb60a71e3c0,US,spending,1 / new construction,1 / new construction | (all proposed_use),permit_type=1; permit_type_definition=new construction; proposed_use=(all); primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,USD per permit,city,06,San Francisco,,,,44500000,USD,permit_valuation_p75_usd,published_open_terms,19,計算に使った件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値。19 件の申告工事額(estimated_cost)の75 パーセンタイル(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
f3a102effc1b2184,US,spending,1 / new construction,1 / new construction | 1 family dwelling,permit_type=1; permit_type_definition=new construction; proposed_use=1 family dwelling; primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,permits,city,06,San Francisco,,,,1,,count,published_open_terms,1,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。Building Permits (Department of Building Inspection) の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
0be65971c8079cda,US,spending,1 / new construction,1 / new construction | 1 family dwelling,permit_type=1; permit_type_definition=new construction; proposed_use=1 family dwelling; primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,USD,city,06,San Francisco,,,,250000,USD,permit_valuation_total_usd,published_open_terms,1,合計に入れた件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値。1 件の申告工事額(estimated_cost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 250000 ドル(1 件、合計の 100%)。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
d8bfd1784f829513,US,spending,1 / new construction,1 / new construction | apartments,permit_type=1; permit_type_definition=new construction; proposed_use=apartments; primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,permits,city,06,San Francisco,,,,11,,count,published_open_terms,11,うち申告額が有効(100 ドル以上 10 億ドル未満)な件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値(区分ごとの件数を足した値)。Building Permits (Department of Building Inspection) の許可の件数。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
e0fda32d28bc2d8d,US,spending,1 / new construction,1 / new construction | apartments,permit_type=1; permit_type_definition=new construction; proposed_use=apartments; primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,USD,city,06,San Francisco,,,,434634228,USD,permit_valuation_total_usd,published_open_terms,11,合計に入れた件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値。11 件の申告工事額(estimated_cost)の合計。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。合計は外れ値に弱い。合計に入れた最大の申告額は 86686000 ドル(1 件、合計の 19.94%)。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
67deaca02e525252,US,spending,1 / new construction,1 / new construction | apartments,permit_type=1; permit_type_definition=new construction; proposed_use=apartments; primary_address_flag = 'Y'(1 許可 1 行)、issued_date の年,USD per permit,city,06,San Francisco,,,,39000000,USD,permit_valuation_median_usd,published_open_terms,11,計算に使った件数,2023,,city-sf-permits-i98e-djp9,raw/city-sf-permits-i98e-djp9.hist.2023-2025.json(SoQL の group 集計の応答),https://data.sf.gov/d/i98e-djp9,OPEN-TERMS,,原本に無い値。11 件の申告工事額(estimated_cost)の中央値(線形補間、numpy 既定の type 7)。除いた許可: 申告額の欠け 0 件、100 ドル未満(0 を含む) 0 件、10 億ドル以上 0 件。Census place GEOID 0667000。SF は主たる住所の行(primary_address_flag = Y)だけで 1 許可 1 行にし、issued_date の年で数えた。Estimated Cost は申請時の申告額(審査後の Revised Cost は使っていない)。申告工事額は許可申請者の申告(見積・予定額)で、実際の契約額・精算額ではない。許可が要らない工事や無許可の工事は含まれない
