obs_id,country,layer,category,item_name,spec,unit,geo_level,geo_code,geo_name,area_label,area_code,area_members,price,currency,price_basis,price_status,ref_value,ref_note,period,effective_from,source_id,source_page,evidence_url,license,jccdb_v4_item_id,note
4b1c3ffa404e2dfb,JP,labor,設計業務委託等技術者単価 ①設計業務,主任技術者,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,68800,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
20bb4d438896478b,JP,labor,設計業務委託等技術者単価 ①設計業務,理事、技師長,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,63500,JPY,engineer_daily_rate,published_pdl,45,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
e1ae8b223dd14bfb,JP,labor,設計業務委託等技術者単価 ①設計業務,主任技師,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,53800,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
7b0457d0778782a8,JP,labor,設計業務委託等技術者単価 ①設計業務,技師（Ａ）,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,47500,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
e53102ecd2223bbf,JP,labor,設計業務委託等技術者単価 ①設計業務,技師（Ｂ）,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,39100,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
faa450f3bef2f5ff,JP,labor,設計業務委託等技術者単価 ①設計業務,技師（Ｃ）,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,32000,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
e444a08579d438fe,JP,labor,設計業務委託等技術者単価 ①設計業務,技術員,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,26400,JPY,engineer_daily_rate,published_pdl,55,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
f2f07313b0c113a2,JP,labor,設計業務委託等技術者単価 ②測量業務,測量主任技師,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,43500,JPY,engineer_daily_rate,published_pdl,55,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
87d0aadf9955aa8a,JP,labor,設計業務委託等技術者単価 ②測量業務,測量技師,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,37600,JPY,engineer_daily_rate,published_pdl,55,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
98011cf848472d66,JP,labor,設計業務委託等技術者単価 ②測量業務,測量技師補,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,29500,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
03e2032296536934,JP,labor,設計業務委託等技術者単価 ②測量業務,測量助手,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,29400,JPY,engineer_daily_rate,published_pdl,55,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
b304b056ffcb842a,JP,labor,設計業務委託等技術者単価 ②測量業務,測量補助員,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,23100,JPY,engineer_daily_rate,published_pdl,55,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
f4143986ee5060a0,JP,labor,設計業務委託等技術者単価 ③航空・船舶関係,操縦士,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,50800,JPY,engineer_daily_rate,published_pdl,35,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
d8d327b31bd32ad3,JP,labor,設計業務委託等技術者単価 ③航空・船舶関係,整備士,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,37800,JPY,engineer_daily_rate,published_pdl,45,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
882bdcbfaa2a8850,JP,labor,設計業務委託等技術者単価 ③航空・船舶関係,撮影士,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,35400,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
726237bada9eb1c4,JP,labor,設計業務委託等技術者単価 ③航空・船舶関係,撮影助手,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,31100,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
e7d212d73c80eb34,JP,labor,設計業務委託等技術者単価 ③航空・船舶関係,測量船操縦士,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,27700,JPY,engineer_daily_rate,published_pdl,55,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
47654e40384f1309,JP,labor,設計業務委託等技術者単価 ④地質業務,地質調査技師,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,45400,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
d70572be709d9566,JP,labor,設計業務委託等技術者単価 ④地質業務,主任地質調査員,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,34200,JPY,engineer_daily_rate,published_pdl,50,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
d33eb07c80cf9f81,JP,labor,設計業務委託等技術者単価 ④地質業務,地質調査員,基準日額(所定労働時間内8時間当たり),人日,national,JP,日本,,,,24500,JPY,engineer_daily_rate,published_pdl,55,割増対象賃金比(%)。時間外・休日・深夜の割増賃金を積算するときに基準日額に掛ける比率(原本の同じ表),2019-03,2019-03-01,mlit-gijutsusha-h31,p3,https://www.mlit.go.jp/common/001274135.pdf,PDL1.0,,
